Timestamp,Emotion
2025-01-07 14:55:22,Angry
2025-01-07 14:55:22,Angry
2025-01-07 14:55:22,Angry
2025-01-07 14:55:22,Neutral
2025-01-07 14:55:22,Angry
2025-01-07 14:55:22,Angry
2025-01-07 14:55:22,Angry
2025-01-07 14:55:22,Angry
2025-01-07 14:55:23,Neutral
2025-01-07 14:55:23,Angry
2025-01-07 14:55:23,Angry
2025-01-07 14:55:23,Angry
2025-01-07 14:55:23,Angry
2025-01-07 14:55:23,Angry
2025-01-07 14:55:23,Angry
2025-01-07 14:55:23,Angry
2025-01-07 14:55:23,Angry
2025-01-07 14:55:23,Angry
2025-01-07 14:55:23,Angry
2025-01-07 14:55:23,Angry
2025-01-07 14:55:24,Angry
2025-01-07 14:55:24,Angry
2025-01-07 14:55:24,Angry
2025-01-07 14:55:24,Angry
2025-01-07 14:55:24,Angry
2025-01-07 14:55:24,Angry
2025-01-07 14:55:24,Angry
2025-01-07 14:55:24,Angry
2025-01-07 14:55:24,Angry
2025-01-07 14:55:24,Angry
2025-01-07 14:55:24,Angry
2025-01-07 14:55:24,Angry
2025-01-07 14:55:25,Angry
2025-01-07 14:55:25,Angry
2025-01-07 14:55:25,Angry
2025-01-07 14:55:25,Angry
2025-01-07 14:55:25,Angry
2025-01-07 14:55:25,Angry
2025-01-07 14:55:25,Angry
2025-01-07 14:55:25,Angry
2025-01-07 14:55:25,Angry
2025-01-07 14:55:25,Angry
2025-01-07 14:55:25,Angry
2025-01-07 14:55:25,Angry
2025-01-07 14:55:26,Angry
2025-01-07 14:55:26,Angry
2025-01-07 14:55:26,Angry
2025-01-07 14:55:26,Angry
2025-01-07 14:55:26,Angry
2025-01-07 14:55:26,Angry
2025-01-07 14:55:26,Angry
2025-01-07 14:55:26,Angry
2025-01-07 14:55:26,Angry
2025-01-07 14:55:26,Angry
2025-01-07 14:55:26,Angry
2025-01-07 14:55:26,Angry
2025-01-07 14:55:27,Angry
2025-01-07 14:55:27,Angry
2025-01-07 14:55:27,Angry
2025-01-07 14:55:27,Angry
2025-01-07 14:55:27,Angry
2025-01-07 14:55:27,Angry
2025-01-07 14:55:27,Angry
2025-01-07 14:55:27,Neutral
2025-01-07 14:55:27,Angry
2025-01-07 14:55:27,Angry
2025-01-07 14:55:27,Angry
2025-01-07 14:55:27,Angry
2025-01-07 14:55:27,Angry
2025-01-07 14:55:28,Angry
2025-01-07 14:55:28,Angry
2025-01-07 14:55:28,Angry
2025-01-07 14:55:28,Angry
2025-01-07 14:55:28,Angry
2025-01-07 14:55:28,Angry
2025-01-07 14:55:28,Angry
2025-01-07 14:55:28,Angry
2025-01-07 14:55:28,Angry
2025-01-07 14:55:28,Angry
2025-01-07 14:55:28,Angry
2025-01-07 14:55:28,Angry
2025-01-07 14:55:29,Angry
2025-01-07 14:55:29,Neutral
2025-01-07 14:55:29,Angry
2025-01-07 14:55:29,Neutral
2025-01-07 14:55:29,Angry
2025-01-07 14:55:29,Neutral
2025-01-07 14:55:29,Angry
2025-01-07 14:55:29,Angry
2025-01-07 14:55:29,Angry
2025-01-07 14:55:29,Angry
2025-01-07 14:55:29,Angry
2025-01-07 14:55:29,Angry
2025-01-07 14:55:29,Angry
2025-01-07 14:55:30,Angry
2025-01-07 14:55:30,Angry
2025-01-07 14:55:30,Angry
2025-01-07 14:55:30,Angry
2025-01-07 14:55:30,Angry
2025-01-07 14:55:30,Angry
2025-01-07 14:55:30,Angry
2025-01-07 14:55:30,Angry
2025-01-07 14:55:30,Angry
2025-01-07 14:55:30,Neutral
2025-01-07 14:55:30,Angry
2025-01-07 14:55:30,Angry
2025-01-07 14:55:30,Angry
2025-01-07 14:55:31,Angry
2025-01-07 14:55:31,Angry
2025-01-07 14:55:31,Angry
2025-01-07 14:55:31,Angry
2025-01-07 14:55:31,Angry
2025-01-07 14:55:31,Angry
2025-01-07 14:55:31,Angry
2025-01-07 14:55:31,Angry
2025-01-07 14:55:31,Angry
2025-01-07 14:55:31,Angry
2025-01-07 14:55:31,Angry
2025-01-07 14:55:31,Angry
2025-01-07 14:55:32,Angry
2025-01-07 14:55:32,Angry
2025-01-07 14:55:32,Angry
2025-01-07 14:55:32,Angry
2025-01-07 14:55:32,Angry
2025-01-07 14:55:32,Angry
2025-01-07 14:55:32,Angry
2025-01-07 14:55:32,Angry
2025-01-07 14:55:32,Angry
2025-01-07 14:55:32,Angry
2025-01-07 14:55:32,Angry
2025-01-07 14:55:32,Angry
2025-01-07 14:55:33,Angry
2025-01-07 14:55:33,Angry
2025-01-07 14:55:33,Angry
2025-01-07 14:55:33,Angry
2025-01-07 14:55:33,Angry
2025-01-07 14:55:33,Angry
2025-01-07 14:55:33,Angry
2025-01-07 14:55:33,Angry
2025-01-07 14:55:33,Angry
2025-01-07 14:55:33,Angry
2025-01-07 14:55:33,Neutral
2025-01-07 14:55:34,Neutral
2025-01-07 14:55:34,Angry
2025-01-07 14:55:34,Angry
2025-01-07 14:55:34,Angry
2025-01-07 14:55:34,Angry
2025-01-07 14:55:34,Angry
2025-01-07 14:55:34,Angry
2025-01-07 14:55:34,Angry
2025-01-07 14:55:34,Angry
2025-01-07 14:55:34,Angry
2025-01-07 14:55:34,Angry
2025-01-07 14:55:34,Angry
2025-01-07 14:55:35,Angry
2025-01-07 14:55:35,Angry
2025-01-07 14:55:35,Angry
2025-01-07 14:55:35,Angry
2025-01-07 14:55:35,Angry
2025-01-07 14:55:35,Angry
2025-01-07 14:55:35,Angry
2025-01-07 14:55:35,Angry
2025-01-07 14:55:35,Angry
2025-01-07 14:55:35,Angry
2025-01-07 14:55:35,Angry
2025-01-07 14:55:35,Angry
2025-01-07 14:55:36,Angry
2025-01-07 14:55:36,Angry
2025-01-07 14:55:36,Angry
2025-01-07 14:55:36,Angry
2025-01-07 14:55:36,Angry
2025-01-07 14:55:36,Angry
2025-01-07 14:55:36,Angry
2025-01-07 14:55:36,Angry
2025-01-07 14:55:36,Angry
2025-01-07 14:55:36,Angry
2025-01-07 14:55:36,Angry
2025-01-07 14:55:36,Angry
2025-01-07 14:55:37,Angry
2025-01-07 14:55:37,Angry
2025-01-07 14:55:37,Angry
2025-01-07 14:55:37,Angry
2025-01-07 14:55:37,Angry
2025-01-07 14:55:37,Angry
2025-01-07 14:55:37,Angry
2025-01-07 14:55:37,Angry
2025-01-07 14:55:37,Angry
2025-01-07 14:55:37,Neutral
2025-01-07 14:55:37,Angry
2025-01-07 14:55:38,Angry
2025-01-07 14:55:38,Angry
2025-01-07 14:55:38,Angry
2025-01-07 14:55:38,Angry
2025-01-07 14:55:38,Angry
2025-01-07 14:55:38,Angry
2025-01-07 14:55:38,Neutral
2025-01-07 14:55:38,Angry
2025-01-07 14:55:38,Neutral
2025-01-07 14:55:38,Angry
2025-01-07 14:55:38,Angry
2025-01-07 14:55:38,Angry
2025-01-07 14:55:39,Angry
2025-01-07 14:55:39,Angry
2025-01-07 14:55:39,Angry
2025-01-07 14:55:39,Angry
2025-01-07 14:55:39,Angry
2025-01-07 14:55:39,Angry
2025-01-07 14:55:39,Angry
2025-01-07 14:55:39,Angry
2025-01-07 14:55:39,Angry
2025-01-07 14:55:39,Angry
2025-01-07 14:55:39,Neutral
2025-01-07 14:55:40,Neutral
2025-01-07 14:55:40,Neutral
2025-01-07 14:55:40,Neutral
2025-01-07 14:55:40,Angry
2025-01-07 14:55:40,Angry
2025-01-07 14:55:40,Angry
2025-01-07 14:55:40,Angry
2025-01-07 14:55:40,Angry
2025-01-07 14:55:40,Angry
2025-01-07 14:55:40,Angry
2025-01-07 14:55:40,Angry
2025-01-07 14:55:41,Angry
2025-01-07 14:55:41,Angry
2025-01-07 14:55:41,Angry
2025-01-07 14:55:41,Angry
2025-01-07 14:55:41,Neutral
2025-01-07 14:55:41,Angry
2025-01-07 14:55:41,Neutral
2025-01-07 14:55:41,Angry
2025-01-07 14:55:41,Neutral
2025-01-07 14:55:41,Angry
2025-01-07 14:55:41,Angry
2025-01-07 14:55:41,Angry
2025-01-07 14:55:41,Angry
2025-01-07 14:55:41,Angry
2025-01-07 14:55:42,Angry
2025-01-07 14:55:42,Angry
2025-01-07 14:55:42,Neutral
2025-01-07 14:55:42,Angry
2025-01-07 14:55:42,Angry
2025-01-07 14:55:42,Angry
2025-01-07 14:55:42,Angry
2025-01-07 14:55:42,Angry
2025-01-07 14:55:42,Neutral
2025-01-07 14:55:42,Angry
2025-01-07 14:55:42,Neutral
2025-01-07 14:55:42,Angry
2025-01-07 14:55:42,Neutral
2025-01-07 14:55:42,Angry
2025-01-07 14:55:43,Neutral
2025-01-07 14:55:43,Angry
2025-01-07 14:55:43,Neutral
2025-01-07 14:55:43,Angry
2025-01-07 14:55:43,Neutral
2025-01-07 14:55:43,Angry
2025-01-07 14:55:43,Angry
2025-01-07 14:55:43,Angry
2025-01-07 14:55:43,Angry
2025-01-07 14:55:43,Angry
2025-01-07 14:55:44,Angry
2025-01-07 14:55:44,Angry
2025-01-07 14:55:44,Angry
2025-01-07 14:55:44,Angry
2025-01-07 14:55:44,Angry
2025-01-07 14:55:44,Angry
2025-01-07 14:55:44,Angry
2025-01-07 14:55:44,Angry
2025-01-07 14:55:44,Neutral
2025-01-07 14:55:45,Neutral
2025-01-07 14:55:45,Neutral
2025-01-07 14:55:45,Neutral
2025-01-07 14:55:45,Neutral
2025-01-07 14:55:45,Neutral
2025-01-07 14:55:45,Neutral
2025-01-07 14:55:45,Neutral
2025-01-07 14:55:45,Neutral
2025-01-07 14:55:45,Neutral
2025-01-07 14:55:45,Neutral
2025-01-07 14:55:45,Neutral
2025-01-07 14:55:46,Neutral
2025-01-07 14:55:46,Neutral
2025-01-07 14:55:46,Neutral
2025-01-07 14:55:46,Neutral
2025-01-07 14:55:46,Neutral
2025-01-07 14:55:46,Neutral
2025-01-07 14:55:46,Neutral
2025-01-07 14:55:46,Neutral
2025-01-07 14:55:46,Neutral
2025-01-07 14:55:46,Neutral
2025-01-07 14:55:47,Neutral
2025-01-07 14:55:47,Neutral
2025-01-07 14:55:47,Neutral
2025-01-07 14:55:47,Neutral
2025-01-07 14:55:47,Neutral
2025-01-07 14:55:47,Neutral
2025-01-07 14:55:47,Neutral
2025-01-07 14:55:47,Neutral
2025-01-07 14:55:47,Neutral
2025-01-07 14:55:47,Neutral
2025-01-07 14:55:47,Neutral
2025-01-07 14:55:47,Neutral
2025-01-07 14:55:47,Neutral
2025-01-07 14:55:47,Neutral
2025-01-07 14:55:48,Angry
2025-01-07 14:55:48,Neutral
2025-01-07 14:55:48,Neutral
2025-01-07 14:55:48,Neutral
2025-01-07 14:55:48,Angry
2025-01-07 14:55:48,Neutral
2025-01-07 14:55:48,Neutral
2025-01-07 14:55:48,Neutral
2025-01-07 14:55:48,Neutral
2025-01-07 14:55:48,Neutral
2025-01-07 14:55:48,Neutral
2025-01-07 14:55:48,Neutral
2025-01-07 14:55:48,Neutral
2025-01-07 14:55:49,Neutral
2025-01-07 14:55:49,Neutral
2025-01-07 14:55:49,Neutral
2025-01-07 14:55:49,Neutral
2025-01-07 14:55:49,Neutral
2025-01-07 14:55:49,Neutral
2025-01-07 14:55:49,Neutral
2025-01-07 14:55:49,Neutral
2025-01-07 14:55:49,Neutral
2025-01-07 14:55:49,Neutral
2025-01-07 14:55:49,Neutral
2025-01-07 14:55:50,Neutral
2025-01-07 14:55:50,Neutral
2025-01-07 14:55:50,Neutral
2025-01-07 14:55:50,Neutral
2025-01-07 14:55:50,Neutral
2025-01-07 14:55:50,Angry
2025-01-07 14:55:50,Angry
2025-01-07 14:55:50,Angry
2025-01-07 14:55:50,Angry
2025-01-07 14:55:50,Angry
2025-01-07 14:55:50,Angry
2025-01-07 14:55:50,Angry
2025-01-07 14:55:51,Angry
2025-01-07 14:55:51,Angry
2025-01-07 14:55:51,Angry
2025-01-07 14:55:51,Angry
2025-01-07 14:55:51,Angry
2025-01-07 14:55:51,Angry
2025-01-07 14:55:51,Angry
2025-01-07 14:55:51,Angry
2025-01-07 14:55:51,Angry
2025-01-07 14:55:51,Angry
2025-01-07 14:55:51,Angry
2025-01-07 14:55:51,Angry
2025-01-07 14:55:52,Angry
2025-01-07 14:55:52,Angry
2025-01-07 14:55:52,Angry
2025-01-07 14:55:52,Angry
2025-01-07 14:55:52,Angry
2025-01-07 14:55:52,Angry
2025-01-07 14:55:52,Angry
2025-01-07 14:55:52,Angry
2025-01-07 14:55:52,Angry
